campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,Product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
515,3,98,14975,23,3,0,Noon,6,26,6,36,2,0,0,0,0,0,0,0,12,0.0378389596015495
516,3,111,29263,13,2,0,Evening,1,5,6,35,2,0,2,0,0,0,0,0,10,0.01
517,3,109,15826,23,2,0,Evening,15,9,6,36,0,0,0,0,0,0,0,0,12,0.0264930399640772
518,3,103,20545,17,2,0,Noon,6,26,4,32,1,0,0,0,0,0,0,0,12,0.0434782608695652
519,3,103,20545,17,1,0,Evening,6,26,4,32,1,0,0,0,0,0,0,0,12,0.00900900900900901
520,3,101,9547,27,0,0,Evening,1,5,6,21,0,0,0,0,1,0,0,0,10,0.0143960214631593
521,3,64,9760,25,5,1,Noon,6,23,3,26,0,0,1,0,0,0,0,0,14,0.0263599565603712
522,3,122,14857,27,4,0,Noon,6,23,4,26,2,0,3,0,0,0,0,0,12,0.0213158501630811
523,14,102,26787,17,2,0,Noon,6,26,4,30,1,0,0,0,0,0,0,0,12,0.00689655172413793
524,3,88,30373,12,3,0,Evening,1,5,10,28,1,0,2,0,0,0,0,0,16,0.00660976002576905
525,3,96,21952,13,0,0,Evening,15,13,9,32,0,0,0,0,0,0,0,0,12,0.00409648960454069
526,3,86,21252,21,4,0,Evening,15,13,5,32,1,0,1,0,0,1,0,0,12,0.00278180938558297
527,3,72,9565,22,5,1,Noon,1,5,4,16,0,0,1,0,0,0,0,0,12,0.0492957746478873
528,3,108,19050,23,3,0,Evening,1,5,6,29,2,0,2,0,0,0,0,0,12,0.00548414604570383
529,3,131,21778,17,2,0,Evening,6,23,6,23,0,0,1,0,0,0,0,0,12,0.00750860149767254
530,3,102,26787,17,1,0,Evening,6,26,4,30,1,0,0,0,0,0,0,0,12,0.0062111801242236
531,3,127,19039,22,1,0,Evening,1,5,7,29,2,0,2,0,0,0,0,0,12,0.0041083825765217
532,14,102,26787,17,0,0,Evening,6,26,4,30,1,0,0,0,0,0,0,0,12,0.00991620111731844
533,3,117,15689,35,2,0,Evening,6,23,4,25,0,0,4,0,0,0,0,0,12,0.00518183979082482
534,3,107,12465,23,1,0,Evening,15,9,2,29,0,0,0,0,0,0,0,0,15,0.00914886570624276
535,3,105,15689,35,1,0,Evening,6,23,4,25,0,0,4,0,0,0,0,0,12,0.00795971161352539
536,3,94,13651,29,0,0,Evening,15,9,3,36,1,0,0,0,1,0,0,1,12,0.00695356015184305
537,3,102,11422,39,0,0,Evening,15,9,4,31,0,0,1,0,0,0,0,0,12,0.0107751511819681
538,3,53,7037,61,4,0,Noon,6,10,3,21,1,0,0,0,0,0,0,0,12,0.00403570411167031
539,3,93,8504,43,1,0,Evening,15,9,3,39,0,0,2,0,0,0,0,0,12,0.0143666798471069
540,3,93,8504,43,0,0,Evening,15,9,3,39,0,0,2,0,0,0,0,0,12,0.00748482729057149
541,3,75,14276,16,4,0,Evening,15,9,6,24,0,0,0,0,0,0,0,0,12,0.00254149044843735
542,3,115,21465,21,2,0,Evening,15,13,9,28,0,0,1,0,0,0,0,1,16,0.00946037099494098
543,3,87,10766,44,1,0,Evening,15,9,2,39,0,0,3,0,0,0,0,0,12,0.00759056064933113
544,3,96,12357,25,3,0,Noon,15,6,4,35,0,0,0,0,0,0,0,1,16,0.0167944505293903
545,3,90,12394,26,3,0,Noon,15,31,4,41,0,0,0,0,0,0,0,1,16,0.0105906313645621
546,3,102,12369,26,3,0,Noon,15,12,4,37,0,0,0,0,0,0,0,1,16,0.00911695754102631
547,3,103,12371,26,3,0,Noon,15,1,3,38,0,0,0,0,0,0,0,1,16,0.0082022320828291
548,3,111,11470,42,2,0,Evening,15,1,4,35,2,0,0,0,0,0,0,1,15,0.00475206611570248
549,3,98,16151,33,2,0,Evening,15,31,3,33,0,0,2,0,0,0,0,1,15,0.00603525861612579
550,3,110,20118,18,2,0,Evening,15,12,7,27,2,0,0,0,0,0,0,1,15,0.00729084391518318
551,3,87,15891,23,4,0,Evening,1,5,2,18,0,0,2,0,0,0,0,0,12,0.0144546649145861
552,3,85,13065,29,0,0,Evening,1,5,3,33,1,0,2,0,0,0,0,0,1,0.00155649254858231
553,3,122,20119,18,1,0,Evening,15,12,7,27,2,0,0,0,0,0,0,1,16,0.0049051555586046
554,3,91,13096,31,2,0,Noon,1,5,1,30,0,0,2,0,0,0,0,0,10,0.0101676774884053
555,3,94,18816,22,1,0,Morning,15,6,6,30,0,0,0,0,0,0,0,1,12,0.0121241513094083
556,3,102,20409,18,6,1,Evening,15,13,5,24,0,0,1,0,0,0,0,1,12,0.0105577345272454
557,3,112,7397,74,4,0,Evening,15,6,2,29,1,0,1,0,0,1,0,1,2,0.0028989708653428
558,3,124,7368,70,4,0,Evening,15,12,2,26,1,0,0,0,0,1,0,1,2,0.00120668850198242
559,3,109,7458,75,4,0,Evening,15,1,2,28,1,0,0,0,0,1,0,1,2,0.00566316480630335
560,3,115,19909,22,3,0,Evening,15,13,9,33,1,0,2,0,0,0,0,1,15,0.00356135925211456
561,3,112,7491,77,4,0,Evening,15,31,2,28,0,0,0,0,0,1,0,1,2,0.00308238858993783
562,3,96,19879,22,2,0,Evening,15,13,9,33,1,0,2,0,0,0,0,0,12,0.00773295527774198
563,3,102,13135,31,4,0,Evening,15,6,4,32,1,0,0,0,1,0,0,0,12,0.00790598290598291
564,3,62,12717,29,4,0,Evening,12,19,3,28,1,0,1,0,0,0,0,0,7,0.0102412712296815
565,3,112,32161,15,3,0,Evening,15,6,8,28,0,0,0,0,0,0,0,0,12,0.00388198757763975
566,3,98,14149,18,3,0,Evening,15,1,3,26,2,0,0,0,0,0,0,0,7,0.00995334370139969
567,3,88,14444,39,2,0,Evening,15,31,4,40,2,0,0,0,1,0,0,0,12,0.00635193609231111
568,3,97,19142,25,2,0,Evening,15,6,6,30,0,0,0,0,0,0,0,1,12,0.00297882984287241
569,3,100,14451,39,2,0,Evening,15,12,4,35,2,0,0,0,1,0,0,0,12,0.00824829279521215
570,3,94,16167,32,1,0,Evening,15,31,4,25,1,0,1,0,0,0,0,0,12,0.00430812757201646
571,3,93,20096,18,1,0,Evening,15,12,6,32,2,0,0,0,0,0,0,0,12,0.00424488255824922
572,3,109,16139,32,0,0,Evening,15,31,4,25,1,0,1,0,0,0,0,0,12,0.00433727474570145
573,3,83,20096,18,0,0,Evening,15,12,3,32,2,0,0,0,0,0,0,0,12,0.0101396276595745
574,3,96,15450,42,4,0,Evening,15,9,3,35,0,0,0,0,1,0,0,0,12,0.00718400858349078
575,3,122,17368,29,3,0,Evening,15,9,4,35,0,0,2,0,0,0,0,0,12,0.00725123724235448
576,3,101,32341,13,2,0,Evening,15,9,9,32,1,0,1,0,0,0,0,0,12,0.00198076923076923
577,10,101,32341,13,2,0,Evening,15,9,9,32,1,0,1,0,0,0,0,0,12,0.00911799223616503
578,3,120,20831,23,1,0,Evening,15,9,7,28,1,0,0,0,0,0,0,0,12,0.0102614815575876
579,10,87,20027,14,0,0,Evening,15,13,5,29,0,0,0,0,0,1,0,1,12,0.00107837473522049
580,3,80,15842,34,3,0,Evening,15,9,4,26,1,0,1,0,0,0,0,0,12,0.00905450500556174
581,3,106,15031,34,3,0,Evening,15,12,3,37,2,0,0,0,2,0,0,0,12,0.00851254480286738
582,3,99,21407,17,1,0,Evening,15,13,12,30,2,0,2,0,0,1,0,1,15,0.00433350667360028
583,3,98,14590,36,2,0,Morning,15,6,4,30,2,0,1,0,0,0,0,0,12,0.00267421931029453
584,3,106,21408,17,0,0,Evening,15,13,12,30,2,0,2,0,1,1,0,0,12,0.00627688835601947
585,3,56,3781,111,6,1,Morning,6,10,3,18,0,0,1,0,0,0,0,0,14,0.00362792193435572
586,3,107,13820,24,4,0,Evening,15,1,3,33,1,0,3,0,1,0,0,0,12,0.0043230944254835
587,3,95,15332,22,4,0,Evening,15,31,4,35,0,0,0,0,0,0,0,1,12,0.00962309542902967
588,3,96,13980,26,3,0,Evening,15,1,4,32,0,0,1,0,1,0,0,0,12,0.00576056102855235
589,3,86,14196,32,4,0,Noon,15,31,4,38,0,0,0,0,1,0,0,0,12,0.00580281381726611
590,3,111,16217,35,2,0,Evening,15,1,6,28,0,0,0,0,0,0,0,0,12,0.00147065914460678
591,3,101,12346,45,2,0,Evening,15,31,3,34,2,0,0,0,0,0,0,0,12,0.00270625223862777
592,3,77,11413,54,6,1,Evening,4,16,3,28,1,0,0,0,0,0,0,0,12,0.00508905852417303
593,3,92,12359,45,1,0,Evening,15,31,3,34,2,0,0,0,3,0,0,1,12,0.00448787389737581
594,3,54,23,4,5,1,Noon,9,34,0,0,3,0,0,0,0,0,0,0,12,0
595,3,116,14376,22,4,0,Evening,15,6,4,30,0,0,1,0,0,1,0,0,12,0.00454382398660768
596,3,116,14373,23,4,0,Evening,15,31,4,36,3,0,1,0,0,1,0,0,12,0.00514913047702322
597,3,116,14279,20,4,0,Evening,15,12,4,32,0,0,1,0,0,1,0,0,12,0.0045662100456621
598,3,116,14452,24,4,0,Evening,15,1,4,32,0,0,1,0,0,1,0,0,12,0.004
599,3,85,13611,38,3,0,Evening,15,9,3,36,2,0,1,0,0,0,0,0,12,0.0182370820668693
600,3,62,8184,43,3,0,Evening,15,12,2,36,1,0,0,0,1,1,0,1,12,0.00148317170564746
601,3,62,8144,42,3,0,Evening,15,31,2,42,1,0,0,0,1,1,0,1,12,0.00240706071142017
602,3,101,12898,28,2,0,Evening,1,5,3,35,1,0,0,0,1,0,0,0,10,0.00522602560752548
603,3,62,8184,43,2,0,Evening,15,12,2,36,1,0,0,0,1,1,0,1,12,0.00753863550697324
604,3,62,8199,45,2,0,Evening,15,1,2,37,1,0,0,0,1,1,0,1,12,0.00366326337681981
605,3,62,8152,42,2,0,Evening,15,6,2,34,1,0,0,0,1,1,0,1,12,0.00839284399617169
606,3,62,8144,42,2,0,Evening,15,31,2,42,1,0,0,0,1,1,0,1,12,0.00431983979402088
607,3,105,22398,17,1,0,Evening,15,13,11,38,0,0,1,0,1,0,0,1,15,0.00177243029950191
608,3,100,12898,28,1,0,Evening,1,5,3,35,1,0,0,0,1,0,0,0,10,0.0110126885324396
609,3,81,12689,23,0,0,Evening,1,5,2,21,0,0,1,0,3,0,0,0,12,0.0135773317591499
610,3,91,22435,17,0,0,Evening,15,13,11,35,0,0,1,0,0,1,0,1,12,0.00222780828935298
611,3,118,12399,25,4,0,Evening,15,9,3,30,1,0,1,0,1,0,0,1,10,0.0197268588770865
612,3,79,9893,27,5,1,Morning,6,22,1,18,2,0,1,0,0,0,0,0,14,0.140724946695096
613,3,118,12399,25,4,0,Evening,15,9,3,30,1,0,1,0,1,0,0,1,12,0.00662182595547213
614,3,87,9891,27,3,0,Evening,1,5,3,21,1,0,0,0,1,0,0,0,10,0.00877742946708464
615,3,96,12203,22,3,0,Evening,15,9,4,27,1,0,1,0,0,0,0,1,12,0.00802153288561987
616,3,52,4489,32,3,0,Noon,10,42,1,4,1,0,1,0,0,0,0,0,12,0.105405405405405
617,3,55,6994,57,4,0,Evening,6,10,3,22,0,0,1,0,0,0,0,0,12,0.00667189952904239
618,3,99,10611,44,2,0,Evening,15,9,2,39,1,0,1,0,0,0,0,0,12,0.0035315461302709
619,3,66,21556,26,2,0,Evening,4,16,4,30,0,0,0,0,0,0,0,0,12,0.00681110064488081
620,3,92,12689,23,1,0,Evening,1,5,2,21,0,0,1,0,2,0,0,0,12,0.0121816168327796
621,3,80,13927,26,1,0,Evening,1,5,3,21,0,0,1,0,1,0,0,0,10,0.0116472545757072
622,3,84,10743,48,0,0,Evening,15,9,4,27,1,0,0,0,2,0,0,0,12,0.00644408238698539
623,3,92,10834,18,5,1,Evening,1,5,4,49,1,0,0,0,2,0,0,0,10,0.0098661028893587
624,3,115,11194,48,4,0,Evening,15,9,4,43,1,0,1,0,0,0,0,0,12,0.00863852050127753
625,3,117,12689,23,4,0,Noon,1,5,2,21,0,0,1,0,4,0,0,1,12,0.0116796440489433
626,3,91,10427,33,3,0,Evening,15,6,3,21,2,0,0,0,1,0,0,1,12,0.0172257479601088
627,3,106,6882,47,3,0,Evening,15,28,2,32,1,0,1,0,0,0,1399,0,12,0.00276697577026623
628,3,99,19605,21,4,0,Noon,1,5,4,24,0,0,1,0,2,0,0,0,10,0.00452908187303373
629,3,122,16500,13,3,0,Evening,10,42,0,31,1,0,0,0,0,0,0,0,14,0.00518326545723806
630,3,134,16549,14,3,0,Evening,10,42,0,31,1,0,0,0,0,0,0,0,14,0.0108108108108108
631,3,77,23454,16,3,0,Noon,10,42,3,41,2,0,0,0,2,0,0,0,12,0.00460127566401168
632,3,83,11433,40,2,0,Evening,15,9,4,36,1,0,1,0,0,0,0,0,12,0
633,3,83,23205,14,2,0,Evening,10,42,3,38,2,0,0,0,2,0,0,0,12,0.00110562394044372
634,3,77,9889,24,1,0,Evening,15,28,2,29,1,0,0,0,0,1,0,0,12,0.00491141511549675
635,12,75,7332,70,1,0,Evening,6,10,3,30,1,0,0,0,0,0,0,0,12,0.00151860288534548
636,3,77,18222,31,0,0,Evening,4,16,2,29,0,0,5,0,0,0,0,0,12,0.00823170731707317
637,3,127,11019,40,0,0,Evening,15,9,3,41,0,0,3,0,0,0,0,0,12,0.00510831520196765
638,3,131,18705,18,1,0,Evening,1,5,6,40,1,0,4,0,3,0,0,0,10,0.00209416212036599
639,3,91,27978,16,6,1,Evening,1,5,7,38,0,0,0,0,6,0,0,0,10,0.00684269245072518
640,3,80,14344,22,4,0,Evening,15,3,4,30,0,0,1,0,1,0,0,0,12,0.00983767830791933
641,3,75,7332,70,4,0,Noon,6,10,3,30,1,0,0,0,0,0,0,0,12,0.000842659644502962
642,3,97,8465,43,3,0,Evening,15,3,2,30,2,0,1,0,0,1,0,0,12,0.00245413112071988
643,3,84,13558,32,3,0,Evening,15,12,2,24,0,0,0,0,0,0,0,0,12,0.00808382523765498
644,3,75,18215,31,3,0,Evening,4,16,2,29,1,0,5,0,0,0,0,0,12,0.0240526435216701
645,3,98,16167,17,3,0,Evening,1,5,4,27,1,0,1,0,3,0,0,1,10,0.00634888977529584
646,3,133,19279,26,2,0,Evening,10,42,1,30,1,0,0,0,0,0,0,0,14,0.080338266384778
647,3,145,19327,27,2,0,Evening,10,42,1,30,1,0,0,0,0,0,0,0,14,0.224101479915433
648,3,87,16885,20,2,0,Evening,1,5,3,38,1,0,2,0,0,0,0,1,10,0.00944424264438794
649,3,79,23261,31,1,0,Evening,10,42,7,25,1,0,1,0,0,0,0,0,12,0.00169830546854361
650,3,78,15872,22,1,0,Evening,1,5,3,22,1,0,2,0,0,0,0,0,10,0.00346198877629295
651,3,74,12889,33,1,0,Evening,15,3,5,31,2,0,3,0,0,0,0,0,12,0.00830211602713374
652,3,48,1155,171,1,0,Evening,1,5,0,32,0,1,0,0,0,0,0,0,12,0.692307692307692
653,3,78,13450,30,1,0,Evening,15,12,3,29,1,0,1,0,0,0,0,0,12,0.0129397775757152
654,3,73,11110,21,2,0,Evening,1,5,4,23,0,0,1,0,0,0,0,0,12,0.0909090909090909
655,3,79,18059,29,0,0,Evening,4,16,3,26,1,0,2,0,0,0,0,0,12,0.0106587712805329
656,3,76,16796,21,0,0,Evening,1,5,3,22,1,0,1,0,0,0,0,0,10,0.00928628283364288
657,3,125,23261,31,0,0,Evening,10,42,7,25,1,0,1,0,0,0,0,0,12,0.00378890883051431
658,3,49,16905,14,5,1,Evening,1,5,6,28,0,0,1,0,0,0,0,0,10,0.1875
659,3,48,7560,17,5,1,Noon,6,22,0,17,0,0,0,0,0,0,0,0,12,0.379182156133829
660,3,76,7660,35,5,1,Morning,6,22,0,28,1,0,0,0,0,0,0,0,14,0.195550351288056
661,3,94,18238,32,4,0,Evening,10,42,5,29,0,0,1,0,0,0,0,0,12,0.050531914893617
662,3,96,14211,18,4,0,Evening,15,1,4,27,3,0,0,0,1,0,0,0,12,0.0166998451669985
663,3,88,15434,17,4,0,Evening,1,5,8,32,1,0,0,0,0,0,0,0,10,0.0129437869822485
664,3,85,14306,22,4,0,Evening,15,31,4,29,3,0,0,0,1,0,0,0,12,0.0198915009041591
665,3,99,14170,26,5,1,Noon,10,42,0,33,1,0,1,0,0,0,0,0,14,0.00682011935208866
666,3,111,14217,27,5,1,Noon,10,42,0,33,0,0,1,0,0,0,0,0,14,0.0121483375959079
667,3,62,10124,16,6,1,Evening,1,5,2,22,0,0,3,0,0,0,0,0,12,0.0589622641509434
668,3,87,12394,22,4,0,Evening,1,5,4,23,0,0,1,0,0,0,0,0,12,0.0384114583333333
669,3,82,29342,18,3,0,Evening,1,5,1,49,0,0,1,0,0,0,0,0,16,0.00340747438880496
670,3,54,14917,31,3,0,Evening,15,6,5,23,2,0,0,0,1,0,0,1,12,0.00668789808917197
671,3,127,12968,26,3,0,Evening,10,42,1,32,0,0,0,0,0,0,0,0,14,0.0762463343108504
672,3,76,15101,20,2,0,Evening,15,1,3,40,1,0,1,0,0,0,0,0,12,0.00723132741148505
673,3,77,14867,32,2,0,Evening,15,31,3,36,2,0,0,0,0,0,0,0,12,0.0079343733189887
674,3,157,12598,31,3,0,Noon,10,42,5,39,1,0,2,0,2,0,0,0,12,0.0315680166147456
675,3,94,18238,32,2,0,Evening,10,42,5,29,0,0,1,0,0,0,0,0,12,0.017384731670446
676,3,90,14901,31,2,0,Evening,15,6,5,23,2,0,0,0,1,0,0,0,12,0.0143390769972286
677,3,89,13723,37,1,0,Evening,10,42,4,20,1,0,1,0,0,0,0,0,12,0.00842542127106355
678,3,73,18059,29,4,0,Evening,4,16,3,26,1,0,2,0,0,0,0,0,12,0.016839378238342
679,3,96,11061,41,1,0,Evening,15,6,3,23,2,0,0,0,1,0,0,1,12,0.00882754584471323
680,3,78,33297,14,0,0,Evening,1,5,0,21,0,0,1,0,0,0,0,0,10,0.00847784200385356
681,3,62,12689,31,0,0,Evening,15,6,4,20,2,1,1,0,0,0,0,0,12,0.0223636676414932
682,3,88,18450,20,1,0,Evening,1,5,5,26,1,0,1,0,0,0,0,0,8,0.00482154597920404
683,3,161,17296,24,5,1,Noon,10,42,2,28,1,0,0,0,0,0,0,0,14,0.0856438693776956
684,3,66,11248,57,5,1,Evening,15,6,3,26,1,0,2,0,0,0,0,0,12,0.00228285384234556
685,3,129,12895,25,5,1,Noon,10,42,2,31,0,0,0,0,0,0,0,0,12,0.00289108731987171
686,3,66,11248,57,4,0,Evening,15,6,3,26,1,0,2,0,0,0,0,0,12,0.00234353108999669
687,3,125,12559,30,4,0,Noon,10,42,4,26,0,0,2,0,2,0,0,0,12,0.0905280804694049
688,3,106,12741,20,5,1,Morning,1,5,5,16,0,0,2,0,0,0,0,0,12,0.0563777307963355
689,3,60,7138,57,3,0,Evening,15,6,2,23,0,0,0,0,0,0,0,0,12,0.00161706994813544
690,3,106,13877,19,5,1,Noon,10,42,0,33,1,0,1,0,0,0,0,0,14,0.0158300354092897
691,3,103,13931,20,5,1,Noon,10,42,0,33,1,0,1,0,0,0,0,0,14,0.0154004106776181
692,15,63,13966,53,2,0,Evening,15,9,4,26,0,0,1,0,1,0,0,0,12,0.0139497594869054
693,3,60,7138,57,2,0,Evening,15,6,2,23,0,0,0,0,0,0,0,0,12,0.00235521574830829
694,3,124,12586,32,2,0,Noon,10,42,5,25,1,0,3,0,2,0,0,0,12,0.095959595959596
695,3,130,12600,31,2,0,Noon,10,42,5,23,1,0,2,0,2,0,0,0,12,0.0865384615384615
696,3,79,13307,32,1,0,Noon,10,42,2,38,1,0,0,0,0,0,0,0,12,0.00757659347530251
697,3,48,13012,39,0,0,Evening,15,7,4,21,0,0,0,0,0,0,0,0,12,0.0133086876155268
698,3,149,20786,24,1,0,Noon,10,42,4,35,1,0,2,0,1,0,0,0,12,0.0102040816326531
699,3,99,14204,27,5,1,Noon,10,42,0,45,1,0,1,0,0,0,0,0,12,0.0109725685785536
700,3,48,4407,36,5,1,Noon,6,22,0,47,1,0,0,0,0,0,0,0,12,0.45
701,3,60,10532,40,5,1,Evening,15,9,3,23,1,0,2,0,0,0,0,0,12,0.00450841358873955
702,3,97,33762,17,4,0,Evening,1,5,0,24,1,0,3,0,0,0,0,0,12,0.0112359550561798
703,3,48,4386,36,4,0,Noon,6,22,0,41,1,0,0,0,0,0,0,0,12,0.439353099730458
704,3,100,40980,11,4,0,Noon,1,5,23,15,0,0,0,0,0,0,0,0,12,0.00854332405847082
705,3,61,7213,26,4,0,Morning,6,22,0,36,1,0,0,0,0,0,0,0,14,0.12485549132948
706,3,71,7338,32,6,1,Morning,6,22,0,35,1,0,0,0,0,0,0,0,14,0.0439442658092176
707,3,98,13696,43,3,0,Evening,15,31,3,37,0,0,0,0,1,1,0,1,12,0.00564083595339375
708,3,66,11496,38,3,0,Evening,6,22,0,17,0,0,0,0,0,0,0,0,12,0.00123800680903745
709,3,123,18341,15,2,0,Evening,10,42,0,31,1,0,0,0,0,0,0,0,14,0.0319042871385842
710,3,37,11416,30,3,0,Evening,6,22,0,15,2,0,0,0,0,0,0,0,12,0.101734104046243
711,3,135,18433,17,2,0,Evening,10,42,0,31,0,0,0,0,0,0,0,0,14,0.157016683022571
712,3,122,19735,35,2,0,Evening,1,5,1,21,0,0,2,0,0,0,0,0,12,0.00918273645546373
713,3,103,12297,43,2,0,Evening,15,31,3,36,2,0,0,0,0,1,0,1,12,0.00361231683514435
714,3,90,12528,42,2,0,Evening,15,6,3,21,2,0,0,0,1,0,0,1,16,0.0305892937471885
715,3,51,14432,24,2,0,Evening,15,1,4,33,3,0,0,0,1,0,0,1,12,0.00589676826466534
716,3,122,40980,11,3,0,Evening,1,5,23,15,0,0,0,0,0,0,0,0,12,0.00520646527287663
717,3,67,7954,51,1,0,Evening,15,9,3,36,1,0,1,0,0,0,0,0,12,0.00293002876266767
718,3,107,32031,17,1,0,Evening,1,5,9,28,1,0,2,0,0,0,0,0,12,0.00449266035365144
719,3,94,18095,32,3,0,Evening,1,5,3,30,0,0,1,0,0,0,0,0,12,0.0248538011695906
720,3,53,7387,17,0,0,Evening,6,22,0,21,0,0,0,0,1,0,0,0,12,0.0869565217391304
721,3,62,12681,31,0,0,Evening,15,6,4,20,2,1,1,0,0,0,0,0,12,0.0532250789354984
722,3,47,4634,44,6,1,Evening,6,22,1,54,1,0,0,0,0,0,0,0,12,0.259706643658326
723,3,93,7145,63,6,1,Noon,6,10,4,16,0,0,0,0,1,0,0,0,12,0.0655737704918033
724,3,54,4502,33,5,1,Evening,6,22,1,38,1,0,0,0,0,0,0,0,14,0.264734299516908
725,3,106,13893,19,5,1,Noon,10,42,0,33,1,0,1,0,0,0,0,0,14,0.0251434818256354
726,3,54,11895,32,6,1,Evening,15,1,3,35,2,0,0,0,0,0,0,0,12,0.006781932716794
727,3,106,12758,20,5,1,Noon,1,5,5,16,1,0,4,0,0,0,0,0,12,0.178571428571429
728,3,96,8382,40,4,0,Evening,15,1,2,40,2,0,0,0,0,0,0,1,12,0.00199137618906553
729,3,55,12735,13,4,0,Evening,15,18,3,25,4,0,1,0,1,1,0,1,12,0.00669692273632942
730,3,68,9344,40,3,0,Evening,15,9,2,29,1,0,1,0,0,0,0,0,12,0.00652335063009637
731,3,136,35983,18,4,0,Evening,1,5,4,20,2,0,2,0,0,0,0,0,10,0.0117169896349707
732,3,110,11363,26,3,0,Evening,10,42,1,41,0,0,1,0,0,0,0,0,12,0.161524500907441
733,3,108,6587,38,3,0,Evening,15,18,2,27,0,0,0,0,0,1,0,1,12,0.0045998160073597
734,3,118,13942,20,5,1,Noon,1,5,0,33,1,0,1,0,0,0,0,0,14,0.0669975186104218
735,3,86,17868,29,3,0,Evening,1,5,3,30,0,0,1,0,0,0,0,0,12,0.0192479856759176
736,3,136,32750,16,3,0,Evening,1,5,11,31,2,0,3,0,0,0,0,0,12,0.00458809921603907
737,3,62,9177,16,6,1,Evening,1,5,2,22,0,0,3,0,0,0,0,0,12,0.216216216216216
738,3,89,12388,22,4,0,Evening,1,5,3,26,0,0,2,0,0,0,0,0,12,0.0573770491803279
739,3,113,22009,19,2,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.00847960654625626
740,3,100,8010,38,2,0,Evening,15,18,2,33,0,0,0,0,0,1,0,0,12,0.00197768463309522
741,3,86,17868,29,2,0,Evening,1,5,3,30,0,0,1,0,0,0,0,0,12,0.0531400966183575
742,3,111,29586,22,2,0,Noon,1,5,0,25,1,0,1,0,0,0,0,0,12,0.0155440414507772
743,3,92,11772,33,1,0,Evening,10,42,2,45,1,0,0,0,0,0,0,0,12,0.00498812351543943
744,3,87,16336,45,2,0,Evening,12,20,6,48,0,0,3,0,0,0,0,0,7,0.00353443673251468
745,3,107,10210,53,1,0,Evening,15,1,2,113,0,0,1,0,0,0,0,1,12,0.0053690406882722
746,3,113,22009,19,1,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.00918233493659816
747,3,113,22009,19,0,0,Evening,10,42,3,26,0,0,0,0,0,0,0,0,12,0.0244552542146998
748,3,97,11915,34,0,0,Evening,15,1,3,34,0,0,0,0,0,0,0,1,12,0.00263990296572883
749,3,77,4776,26,6,1,Evening,6,23,3,40,3,0,0,0,0,0,0,0,14,0.100726895119418
750,3,62,9177,16,6,1,Noon,1,5,2,22,0,0,3,0,0,0,0,0,12,0.36986301369863
751,3,92,11692,32,5,1,Evening,10,42,2,45,1,0,0,0,0,0,0,0,12,0.00491707030676648
752,3,179,22039,19,5,1,Noon,10,42,3,26,1,0,0,0,2,0,0,0,12,0.00648282535074988
753,3,102,11489,43,6,1,Evening,15,1,4,35,2,0,0,0,0,0,0,1,12,0.00610439765790457
754,3,102,38046,15,4,0,Evening,1,5,0,24,1,0,1,0,0,0,0,0,10,0.021865889212828
755,3,113,13046,39,4,0,Evening,15,1,4,34,0,0,0,0,3,0,0,1,12,0.0035626615688745
756,3,90,12453,40,3,0,Evening,15,6,3,21,2,0,0,0,1,0,0,1,16,0.00635436374105454
757,3,98,12656,30,3,0,Evening,12,20,3,32,1,0,3,0,0,0,0,0,7,0.00664772078144636
758,3,79,20796,31,3,0,Evening,10,42,4,37,1,0,1,0,0,0,0,0,12,0.00365289995527061
759,3,102,14198,49,2,0,Evening,15,1,5,32,0,0,0,0,3,0,0,0,12,0.00290571197712723
760,3,109,14905,30,2,0,Evening,15,6,5,24,2,0,0,0,1,0,0,1,12,0.00592347103975011
761,3,103,13761,32,0,0,Evening,15,6,4,27,2,0,2,0,2,0,0,0,12,0.0026632562922726
762,3,76,8518,42,2,0,Evening,6,23,3,26,3,0,0,0,0,0,0,0,14,0.0163500971292899
763,3,106,10423,21,5,1,Noon,1,5,3,18,0,0,3,0,0,0,0,0,12,0.223837209302326
764,3,112,12237,39,6,1,Evening,15,6,5,26,0,0,0,0,0,0,0,0,12,0.008552766468469
765,3,108,13478,30,5,1,Evening,15,6,5,22,2,0,0,0,2,0,0,0,12,0.00363114637948137
766,3,44,1384,66,4,0,Evening,7,27,1,0,0,0,0,0,0,0,0,0,12,0.00184615384615385
767,3,89,11697,45,4,0,Evening,15,12,2,42,0,0,0,0,2,0,0,1,12,0.00420035703034758
768,3,76,13573,41,4,0,Evening,15,6,5,19,0,0,0,0,0,0,0,0,12,0.00360592401802962
769,3,82,29336,18,4,0,Noon,1,5,1,49,0,0,1,0,0,0,0,0,10,0.0191118605958404
770,3,93,11429,26,3,0,Evening,10,42,0,32,1,0,1,0,0,0,0,0,12,0.15843621399177
771,3,85,13573,41,3,0,Evening,15,6,5,19,0,0,0,0,0,0,0,0,12,0.00438208725735153
772,3,98,14390,33,3,0,Evening,15,12,4,33,0,0,0,0,0,0,0,0,12,0.00336453777188434
